time, SerialBuffer[bytes],Frame counter[],Status 1[],Status 2[],Rx byte number[],Rx command number[],Last command 1[],Last command 2[],Last command 3[],Last command 4[],Last command 5[],Last command 6[],Last command 7[],Pump DAC set voltage[V],Reservoir heater on temperature[degC],Reservoir heater off temperature[degC],FPGA board input voltage[V],FPGA board input current[A],TBD1[A],FPGA board temperature[degC],FPGA board pressure[kPa],PW module temperature[degC],Res. Loadcell[V],TBD3[V],RTD temperature 1(Res.)[degC],RTD temperature 2[degC],RTD temperature 3[degC],RTD temperature 4[degC],RTD temperature 5[degC],RTD temperature 6[degC],RTD temperature 7[degC],RTD temperature 8[degC],RTD temperature 9[degC],RTD temperature 10[degC],RTD temperature 11[degC],RTD temperature 12[degC],RTD temperature 13[degC],RTD temperature 14[degC],RTD temperature 15[degC],RTD temperature 16[degC],RTD temperature 17[degC],RTD temperature 18[degC],RTD temperature 19[degC],RTD temperature 20[degC],RTD temperature 21[degC],RTD temperature 22[degC],RTD temperature 23[degC],RTD temperature 24[degC],RTD temperature 25[degC],RTD temperature 26[degC],RTD temperature 27[degC],RTD temperature 28[degC],RTD temperature 29[degC],RTD temperature 30[degC],RTD temperature 31[degC],RTD temperature 32[degC],RTD temperature 33[degC],RTD temperature 34[degC],RTD temperature 35[degC],RTD temperature 36[degC],RTD temperature 37[degC],RTD temperature 38[degC],RTD temperature 39[degC],RTD temperature 40[degC],RTD temperature 41[degC],RTD temperature 42[degC],RTD temperature 43[degC],RTD temperature 44[degC],RTD temperature 45[degC],RTD temperature 46[degC],RTD temperature 47[degC],RTD temperature 48[degC]
2021/04/22 17:00:00.730254 ,0,23598,00000000,00000000,0,0,B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',0.00,-0.00,-0.00,11.61,0.13,0.00,34.30,100.68,43.82,0.00,0.00,280.22,10.23,15.43,21.90,22.31,22.45,22.31,22.04,20.95,20.82,21.09,5.22,-29.42,-29.91,-30.15,-3.88,12.49,18.52,21.77,21.36,21.63,21.77,22.31,20.82,20.55,21.09,-9.38,-29.66,-29.91,-29.66,-14.82,21.63,21.90,21.90,21.77,22.04,22.18,22.04,22.04,281.10,280.22,280.44,280.44,280.22,280.22,280.66,280.44,280.66
2021/04/22 17:00:01.712450 ,0,23599,00000000,00000000,0,0,B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',0.00,-0.00,-0.00,11.63,0.13,0.00,34.54,100.65,45.53,0.00,0.00,280.44,10.50,15.16,21.50,22.04,22.45,22.58,22.04,20.95,21.23,21.36,5.35,-29.54,-30.03,-30.03,-3.75,12.36,18.52,21.90,21.50,21.63,21.77,22.45,20.95,20.55,21.09,-9.38,-29.78,-30.03,-29.66,-14.56,21.90,21.90,21.90,22.04,22.31,21.90,21.90,22.04,281.10,280.01,280.22,280.22,280.22,280.66,280.22,280.01,280.22
2021/04/22 17:00:02.713326 ,0,23600,00000000,00000000,0,0,B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',0.00,-0.00,-0.00,11.59,0.13,0.00,35.15,100.62,44.18,0.00,0.00,280.22,10.23,15.16,21.77,22.18,22.31,22.45,21.63,21.09,21.23,21.50,5.35,-29.54,-30.03,-30.03,-3.62,12.22,18.66,22.18,21.63,21.09,21.50,22.31,21.09,20.28,20.95,-9.25,-29.42,-29.78,-29.78,-14.94,21.63,21.90,21.36,21.77,22.31,22.31,22.04,22.18,280.88,280.22,280.44,280.22,280.22,280.66,280.22,280.01,280.44
2021/04/22 17:00:03.710425 ,0,23601,00000000,00000000,0,0,B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',0.00,-0.00,-0.00,11.60,0.13,0.00,34.54,100.68,45.40,0.00,0.00,280.22,10.36,15.29,21.63,22.04,22.31,22.31,22.04,20.95,20.95,21.23,5.48,-29.30,-30.03,-30.27,-3.88,12.22,18.39,21.77,21.50,21.90,21.90,22.45,20.82,20.68,20.95,-9.51,-29.91,-29.91,-29.54,-14.69,21.77,22.04,22.04,21.77,22.18,22.04,22.04,22.18,280.88,280.01,280.44,280.22,280.01,280.44,280.44,280.44,280.44
2021/04/22 17:00:04.738453 ,0,23602,00000000,00000000,0,0,B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',0.00,-0.00,-0.00,11.61,0.13,0.00,34.05,100.68,43.33,0.00,0.00,280.44,10.23,15.29,21.63,22.18,22.45,22.45,22.04,21.09,21.09,21.23,5.22,-29.42,-29.78,-29.91,-3.75,12.49,18.66,22.04,21.36,21.63,21.63,22.58,21.09,20.55,21.23,-9.25,-29.66,-29.91,-29.66,-14.82,21.90,21.50,21.90,21.90,22.31,22.04,21.90,22.04,281.10,280.22,280.44,280.22,280.22,280.44,280.22,280.44,280.66
2021/04/22 17:00:05.733490 ,0,23603,00000000,00000000,0,0,B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',0.00,-0.00,-0.00,11.64,0.13,0.00,33.32,100.68,44.30,0.00,0.00,280.66,10.50,15.29,21.50,22.04,22.31,22.45,22.45,20.95,21.23,21.50,5.48,-29.42,-30.03,-30.27,-3.75,12.22,18.39,21.90,21.63,22.04,21.77,22.31,20.82,20.68,20.95,-9.51,-29.78,-29.78,-29.54,-14.69,21.77,22.04,22.18,21.90,22.04,21.90,21.90,22.18,281.10,280.22,280.22,280.44,280.44,280.44,280.22,280.66,280.44
2021/04/22 17:00:06.729588 ,0,23604,00000000,00000000,0,0,B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',0.00,-0.00,-0.00,11.60,0.13,0.00,33.20,100.59,43.45,0.00,0.00,280.22,10.50,15.29,21.63,22.04,22.31,22.45,22.31,20.82,21.09,21.36,5.48,-29.42,-29.91,-30.03,-3.62,12.22,18.52,21.90,21.63,21.77,21.63,22.45,20.95,20.55,20.95,-9.25,-29.54,-29.78,-29.66,-14.94,21.90,21.90,21.77,21.77,22.31,22.31,21.90,22.04,280.66,280.44,280.22,280.01,280.22,280.88,280.66,280.22,280.22
2021/04/22 17:00:07.728485 ,0,23605,00000000,00000000,0,0,B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',0.00,-0.00,-0.00,11.60,0.13,0.00,33.07,100.65,43.45,0.00,0.00,280.44,10.50,15.29,21.63,22.04,22.31,22.45,22.31,20.82,21.23,21.36,5.48,-29.42,-29.91,-30.03,-3.62,12.36,18.52,22.04,21.77,21.77,21.63,22.45,20.95,20.55,21.09,-9.25,-29.54,-29.78,-29.66,-14.94,21.90,21.90,21.77,21.77,22.45,22.31,22.04,21.90,280.66,280.44,280.01,280.01,280.22,280.88,280.66,280.22,280.44
2021/04/22 17:00:08.738502 ,0,23606,00000000,00000000,0,0,B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',0.00,-0.00,-0.00,11.60,0.13,0.00,34.42,100.62,45.77,0.00,0.00,280.44,10.50,15.29,21.23,22.18,22.31,22.58,22.31,20.95,21.23,21.50,5.48,-29.42,-29.91,-30.15,-3.62,11.69,18.39,22.04,21.77,21.77,21.63,22.18,20.82,20.55,20.82,-9.51,-29.66,-29.66,-29.42,-14.94,21.63,22.18,22.04,21.77,22.18,22.18,22.18,22.18,280.88,280.44,280.44,280.22,280.22,280.44,280.44,280.44,280.44
2021/04/22 17:00:09.731522 ,0,23607,00000000,00000000,0,0,B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',B'\X00',0.00,-0.00,-0.00,11.59,0.13,0.00,35.76,100.68,44.30,0.00,0.00,280.44,10.50,15.29,21.63,22.31,22.58,22.58,22.18,21.09,21.23,21.36,4.96,-29.42,-29.91,-29.91,-3.62,12.09,18.66,22.18,21.77,21.63,21.63,22.18,20.95,19.87,20.82,-9.38,-29.54,-29.54,-29.54,-14.94,21.63,22.18,21.90,21.63,22.18,22.31,22.31,22.18,280.88,280.44,280.44,280.01,280.01,280.44,280.44,280.44,280.44
