time, SerialBuffer[bytes],Frame counter[],Status 1[],Status 2[],Rx byte number[],Rx command number[],Last command 1[],Last command 2[],Last command 3[],Last command 4[],Last command 5[],Last command 6[],Last command 7[],Pump DAC set voltage[V],Reservoir heater on temperature[degC],Reservoir heater off temperature[degC],FPGA board input voltage[V],FPGA board input current[A],TBD1[A],FPGA board temperature[degC],FPGA board pressure[kPa],PW module temperature[degC],Res. Loadcell[V],TBD3[V],RTD temperature 1(Res.)[degC],RTD temperature 2[degC],RTD temperature 3[degC],RTD temperature 4[degC],RTD temperature 5[degC],RTD temperature 6[degC],RTD temperature 7[degC],RTD temperature 8[degC],RTD temperature 9[degC],RTD temperature 10[degC],RTD temperature 11[degC],RTD temperature 12[degC],RTD temperature 13[degC],RTD temperature 14[degC],RTD temperature 15[degC],RTD temperature 16[degC],RTD temperature 17[degC],RTD temperature 18[degC],RTD temperature 19[degC],RTD temperature 20[degC],RTD temperature 21[degC],RTD temperature 22[degC],RTD temperature 23[degC],RTD temperature 24[degC],RTD temperature 25[degC],RTD temperature 26[degC],RTD temperature 27[degC],RTD temperature 28[degC],RTD temperature 29[degC],RTD temperature 30[degC],RTD temperature 31[degC],RTD temperature 32[degC],RTD temperature 33[degC],RTD temperature 34[degC],RTD temperature 35[degC],RTD temperature 36[degC],RTD temperature 37[degC],RTD temperature 38[degC],RTD temperature 39[degC],RTD temperature 40[degC],RTD temperature 41[degC],RTD temperature 42[degC],RTD temperature 43[degC],RTD temperature 44[degC],RTD temperature 45[degC],RTD temperature 46[degC],RTD temperature 47[degC],RTD temperature 48[degC]
2021/05/04 18:00:00.662903 ,0,25636,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.13,0.00,33.44,101.27,43.33,0.00,0.00,-16.07,-3.49,0.39,-0.65,1.56,7.98,9.96,9.96,-4.01,-7.72,9.70,0.26,-14.94,-15.07,-15.32,-11.79,-3.62,-0.52,0.52,3.65,8.25,10.63,11.56,10.36,-0.13,13.02,-5.55,-15.07,-15.32,-15.32,-12.67,-0.00,2.73,7.85,10.76,11.56,-0.26,1.04,0.65,281.10,280.01,280.44,280.22,280.22,280.01,280.01,280.01,280.44
2021/05/04 18:00:01.666993 ,0,25637,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.12,0.00,32.46,101.30,41.38,0.00,0.00,-16.45,-3.75,0.26,-0.39,1.82,8.11,9.70,9.57,-3.75,-7.85,9.30,0.13,-14.44,-14.82,-14.94,-11.92,-3.10,-0.26,0.39,3.25,7.98,10.63,11.82,10.76,-0.13,13.69,-5.29,-14.94,-15.57,-15.69,-12.80,0.13,2.34,7.72,10.89,11.69,-0.00,1.04,0.52,281.10,280.22,280.44,280.22,280.44,280.44,280.01,280.22,280.44
2021/05/04 18:00:02.678722 ,0,25638,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.13,0.00,32.10,101.33,41.50,0.00,0.00,-16.45,-3.49,0.39,-0.65,1.69,8.11,9.83,9.83,-3.88,-7.72,9.57,0.26,-14.56,-14.94,-15.07,-11.79,-3.36,-0.26,0.52,3.52,7.98,10.50,11.69,10.63,-0.26,13.69,-5.16,-14.69,-15.44,-15.69,-12.93,-0.00,2.47,7.59,10.63,11.69,0.13,1.17,0.52,281.32,280.44,280.22,279.79,280.01,280.22,280.44,280.44,280.22
2021/05/04 18:00:03.705933 ,0,25639,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.13,0.00,32.22,101.27,42.47,0.00,0.00,-16.32,-3.62,0.52,-0.39,1.82,7.98,9.57,9.57,-4.01,-7.98,9.30,0.26,-14.31,-14.82,-15.19,-12.55,-3.23,-0.39,0.52,3.25,7.98,10.89,11.82,10.50,-0.00,13.82,-5.42,-15.07,-15.95,-15.44,-12.67,0.13,2.47,7.85,10.76,11.69,-0.13,1.04,0.65,280.88,280.44,280.22,280.22,279.79,280.22,280.22,280.44,280.44
2021/05/04 18:00:04.717443 ,0,25640,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.13,0.00,31.61,101.33,42.47,0.00,0.00,-16.20,-3.62,0.52,-0.52,1.56,7.98,9.70,9.70,-3.88,-7.85,9.44,0.39,-14.31,-14.82,-15.19,-12.04,-3.23,-0.78,0.26,3.25,8.11,10.89,11.82,10.36,0.13,13.82,-5.42,-15.19,-15.57,-15.44,-12.42,0.26,2.47,7.98,11.03,11.56,-0.39,0.91,0.52,280.88,280.22,280.22,280.22,280.44,280.22,280.22,280.01,280.44
2021/05/04 18:00:05.716085 ,0,25641,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.13,0.00,31.61,101.33,42.23,0.00,0.00,-16.32,-3.49,0.52,-0.39,1.82,7.85,9.57,9.83,-4.01,-7.98,9.57,0.39,-14.19,-14.94,-15.44,-12.04,-3.36,-0.39,0.26,3.39,8.25,10.89,11.69,10.36,-0.00,13.69,-5.42,-15.32,-15.44,-15.44,-12.67,0.13,2.60,7.72,10.76,11.69,-0.13,1.17,0.52,280.66,280.22,280.22,280.01,280.01,280.44,280.44,280.44,280.22
2021/05/04 18:00:06.719323 ,0,25642,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.13,0.00,32.10,101.36,43.33,0.00,0.00,-16.07,-3.62,0.39,-0.78,1.56,7.98,9.96,9.83,-3.88,-7.59,9.57,0.26,-14.56,-14.94,-15.19,-11.79,-3.49,-0.39,0.39,3.52,8.11,10.63,11.69,10.50,-0.13,13.69,-5.42,-14.94,-15.57,-15.57,-12.67,0.26,2.47,7.85,11.03,11.69,-0.13,0.91,0.39,280.88,280.01,280.01,280.22,280.44,280.44,280.22,280.01,280.01
2021/05/04 18:00:07.723407 ,0,25643,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.13,0.00,32.83,101.30,44.06,0.00,0.00,-16.07,-3.36,0.52,-0.65,1.56,7.85,9.83,9.96,-4.01,-7.72,9.57,0.26,-14.44,-14.94,-15.32,-11.79,-3.36,-0.13,0.39,3.39,8.11,10.76,11.82,10.63,-0.00,13.82,-5.29,-15.19,-15.57,-15.57,-12.67,0.39,2.34,7.85,11.03,11.69,-0.26,0.91,0.39,281.10,279.79,280.01,280.22,280.22,280.22,280.01,279.79,280.44
2021/05/04 18:00:08.726743 ,0,25644,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.57,0.13,0.00,34.30,101.27,41.99,0.00,0.00,-16.32,-3.75,0.39,-0.39,1.82,7.98,9.70,9.83,-3.88,-7.85,9.44,0.26,-14.44,-14.94,-15.07,-11.92,-3.49,-0.39,0.52,3.52,8.38,10.63,11.56,10.50,-0.13,13.56,-5.42,-14.94,-15.19,-15.44,-13.30,-0.13,2.60,7.85,10.63,11.56,-0.13,1.30,0.65,280.66,280.44,280.44,280.01,278.69,280.01,280.22,280.44,280.22
2021/05/04 18:00:09.735229 ,0,25645,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.13,0.00,33.20,101.30,42.47,0.00,0.00,-16.20,-3.75,0.39,-0.52,1.95,8.11,9.70,9.70,-3.75,-7.85,9.30,0.13,-14.44,-14.69,-14.94,-11.92,-3.10,-0.26,0.39,3.39,7.98,10.63,11.82,10.63,-0.13,13.69,-5.16,-15.07,-15.44,-15.69,-12.67,0.13,2.60,7.85,10.76,11.56,-0.13,1.17,0.65,281.54,280.22,280.66,280.22,280.01,280.01,280.22,280.44,280.44
2021/05/04 18:00:10.735802 ,0,25646,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.59,0.13,0.00,33.81,101.24,44.18,0.00,0.00,-16.07,-3.62,0.65,-0.39,1.82,8.11,9.70,9.70,-3.88,-7.85,9.44,0.26,-14.31,-14.82,-15.07,-12.04,-3.10,-0.26,0.26,3.25,7.98,10.76,11.96,10.50,-0.00,13.96,-5.29,-15.07,-15.57,-15.57,-12.67,0.26,2.47,7.85,10.89,11.56,-0.13,1.04,0.52,280.88,280.22,281.10,280.22,279.79,280.22,280.22,280.44,280.44
2021/05/04 18:00:11.720976 ,0,25647,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.13,0.00,33.20,101.30,42.96,0.00,0.00,-15.95,-3.49,0.39,-0.65,1.69,8.11,9.96,9.96,-3.75,-7.47,9.57,0.13,-14.56,-14.94,-14.94,-11.54,-3.49,-0.26,0.39,3.52,7.98,10.50,11.69,10.50,-0.13,13.69,-5.29,-14.94,-15.32,-15.44,-12.55,0.26,2.60,7.85,10.89,11.69,-0.26,1.04,0.65,281.10,280.01,280.66,280.44,280.22,280.22,280.01,280.01,280.44
2021/05/04 18:00:12.731769 ,0,25648,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.13,0.00,31.61,101.33,42.35,0.00,0.00,-15.95,-3.36,0.39,-0.65,1.69,8.11,9.96,9.96,-3.88,-7.47,9.70,0.26,-14.31,-14.94,-15.07,-11.79,-3.49,-0.39,0.39,3.52,8.11,10.63,11.16,10.50,-0.00,13.96,-5.42,-15.19,-15.44,-15.32,-12.67,0.13,2.73,7.85,10.76,10.89,-0.26,1.04,0.78,280.88,280.22,280.44,280.22,280.01,280.22,280.22,280.22,280.22
2021/05/04 18:00:13.730864 ,0,25649,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.12,0.00,32.34,101.33,41.74,0.00,0.00,-15.95,-3.62,0.13,-0.52,1.82,8.11,9.96,9.83,-3.75,-7.72,9.44,0.13,-14.44,-14.82,-15.07,-11.92,-3.36,-0.39,0.39,3.52,8.11,10.76,11.69,10.36,-0.13,13.69,-5.42,-15.19,-15.44,-15.32,-12.55,-0.00,2.73,7.85,10.76,11.42,-0.26,1.04,0.91,280.88,280.22,280.44,280.22,280.01,280.01,280.22,280.01,280.44
2021/05/04 18:00:14.747307 ,0,25650,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.13,0.00,32.34,101.27,42.11,0.00,0.00,-16.07,-3.49,0.52,-0.65,1.69,7.98,9.96,10.10,-3.88,-7.59,9.70,0.26,-14.69,-15.07,-15.07,-11.66,-3.49,-0.52,0.52,3.65,8.11,10.50,11.29,10.50,-0.26,13.82,-5.42,-14.82,-15.44,-15.57,-12.67,0.13,2.47,7.72,10.89,11.16,-0.13,0.91,0.52,280.88,280.01,280.22,280.22,280.44,280.44,280.22,280.01,280.22
