time, SerialBuffer[bytes],Frame counter[],Status 1[],Status 2[],Rx byte number[],Rx command number[],Last command 1[],Last command 2[],Last command 3[],Last command 4[],Last command 5[],Last command 6[],Last command 7[],Pump DAC set voltage[V],Reservoir heater on temperature[degC],Reservoir heater off temperature[degC],FPGA board input voltage[V],FPGA board input current[A],TBD1[A],FPGA board temperature[degC],FPGA board pressure[kPa],PW module temperature[degC],Res. Loadcell[V],TBD3[V],RTD temperature 1(Res.)[degC],RTD temperature 2[degC],RTD temperature 3[degC],RTD temperature 4[degC],RTD temperature 5[degC],RTD temperature 6[degC],RTD temperature 7[degC],RTD temperature 8[degC],RTD temperature 9[degC],RTD temperature 10[degC],RTD temperature 11[degC],RTD temperature 12[degC],RTD temperature 13[degC],RTD temperature 14[degC],RTD temperature 15[degC],RTD temperature 16[degC],RTD temperature 17[degC],RTD temperature 18[degC],RTD temperature 19[degC],RTD temperature 20[degC],RTD temperature 21[degC],RTD temperature 22[degC],RTD temperature 23[degC],RTD temperature 24[degC],RTD temperature 25[degC],RTD temperature 26[degC],RTD temperature 27[degC],RTD temperature 28[degC],RTD temperature 29[degC],RTD temperature 30[degC],RTD temperature 31[degC],RTD temperature 32[degC],RTD temperature 33[degC],RTD temperature 34[degC],RTD temperature 35[degC],RTD temperature 36[degC],RTD temperature 37[degC],RTD temperature 38[degC],RTD temperature 39[degC],RTD temperature 40[degC],RTD temperature 41[degC],RTD temperature 42[degC],RTD temperature 43[degC],RTD temperature 44[degC],RTD temperature 45[degC],RTD temperature 46[degC],RTD temperature 47[degC],RTD temperature 48[degC]
2021/07/07 01:00:00.695348 ,0,2464834,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.12,0.00,37.35,101.33,47.48,0.00,0.00,6.27,-1.94,0.13,0.26,0.52,2.99,7.45,9.83,3.78,6.40,17.17,14.49,9.96,7.45,6.27,6.53,5.35,3.91,2.73,6.80,8.38,9.17,13.56,8.64,11.69,17.71,12.22,8.77,7.06,5.88,5.74,4.17,6.40,8.64,11.96,13.16,-0.13,3.91,5.22,10.36,280.66,9.83,9.96,9.70,280.66,280.66,280.66,280.88
2021/07/07 01:00:01.811379 ,0,2464835,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.12,0.00,37.96,101.33,46.62,0.00,0.00,6.40,-1.81,0.26,0.26,0.52,2.99,7.45,9.96,3.78,6.40,17.17,14.63,9.83,7.45,6.27,6.40,5.35,3.91,2.86,6.80,7.98,9.17,13.69,8.64,11.82,17.85,12.22,8.91,7.06,5.88,5.74,4.17,6.27,8.77,12.09,13.02,-0.00,3.91,5.09,10.36,280.66,9.83,10.10,9.17,280.66,280.44,280.44,280.88
2021/07/07 01:00:03.446173 ,128,2464836,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.12,0.00,36.00,101.33,46.01,0.00,0.00,6.01,-1.81,0.39,0.39,0.39,2.86,7.19,9.83,3.65,6.14,17.04,14.76,9.96,7.59,6.14,6.27,5.61,3.91,2.60,6.53,8.38,9.57,13.96,8.77,11.69,17.98,12.36,8.91,6.80,5.61,5.74,4.30,6.01,8.38,12.09,13.29,0.13,3.78,4.96,10.10,280.66,9.70,9.70,9.57,281.10,281.10,280.88,280.88
2021/07/07 01:00:04.515313 ,0,2464838,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.12,0.00,36.25,101.30,45.77,0.00,0.00,6.14,-1.81,0.39,0.39,0.52,2.47,7.32,9.70,3.78,6.14,17.04,14.63,9.96,7.45,6.27,6.40,5.61,4.04,2.73,6.66,8.25,9.30,13.96,8.77,11.69,17.98,12.36,9.04,6.40,5.74,5.74,4.17,6.14,8.51,12.09,13.16,-0.00,3.91,5.09,10.23,280.66,9.96,9.83,9.70,280.66,280.66,280.66,280.66
2021/07/07 01:00:05.544576 ,0,2464839,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.12,0.00,37.84,101.33,47.48,0.00,0.00,6.27,-1.81,0.26,0.26,0.52,3.12,7.45,9.83,3.65,6.27,17.17,14.49,9.83,7.45,6.40,6.40,5.35,3.91,2.99,6.80,8.38,9.17,13.56,8.64,11.56,17.71,12.09,8.91,7.06,6.01,5.74,4.30,6.40,8.77,11.96,13.02,-0.26,3.78,5.09,10.50,280.22,9.96,10.10,9.83,281.10,280.66,280.22,280.66
2021/07/07 01:00:06.609485 ,0,2464840,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.62,0.12,0.00,36.00,101.39,46.75,0.00,0.00,6.27,-1.94,0.13,0.13,0.39,2.99,7.59,9.96,3.65,6.40,17.31,14.63,9.70,7.19,6.14,6.53,5.22,3.65,2.73,6.93,8.51,9.44,13.56,8.51,11.82,17.85,12.09,8.77,6.93,6.14,6.01,4.30,6.14,8.64,12.22,13.16,-0.13,3.65,4.96,10.36,280.66,9.57,9.83,9.83,281.10,280.66,280.66,280.44
2021/07/07 01:00:07.634753 ,0,2464841,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.12,0.00,36.49,101.36,46.14,0.00,0.00,6.27,-1.81,0.13,0.13,0.39,3.12,7.59,9.96,3.65,6.40,17.31,14.63,9.83,7.32,6.14,6.40,5.35,3.78,2.86,6.80,8.38,9.44,13.82,8.64,11.69,17.98,12.36,8.91,6.93,5.88,5.74,4.43,6.14,8.51,11.96,13.02,-0.00,4.04,5.22,10.23,280.66,10.10,9.96,9.70,280.66,280.66,280.44,280.88
2021/07/07 01:00:08.676016 ,0,2464842,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.12,0.00,37.59,101.30,47.97,0.00,0.00,6.40,-1.68,0.26,-0.26,0.26,2.86,7.45,9.96,3.52,6.27,17.31,14.76,9.96,7.32,6.14,6.27,5.22,3.78,2.47,6.66,8.51,9.57,13.82,8.64,11.96,17.98,11.96,8.77,6.80,5.74,5.88,4.30,6.14,8.64,12.22,13.29,0.13,3.78,4.96,10.23,280.44,9.57,9.83,9.83,281.10,280.88,280.66,280.66
2021/07/07 01:00:09.706270 ,0,2464843,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.59,0.12,0.00,37.10,101.33,45.65,0.00,0.00,6.14,-1.94,-0.00,0.26,0.65,3.12,7.45,9.70,3.78,6.40,17.17,14.49,9.70,7.45,6.40,6.53,5.35,3.91,2.99,6.80,8.25,9.17,13.69,8.77,11.69,17.71,12.22,9.17,7.19,5.88,5.74,4.04,6.40,8.64,11.96,12.89,-0.00,4.04,5.22,10.36,280.66,9.96,9.96,9.70,280.66,280.44,280.66,280.88
2021/07/07 01:00:10.735533 ,0,2464844,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.63,0.12,0.00,37.47,101.36,45.77,0.00,0.00,6.14,-1.81,0.26,0.52,0.39,2.86,7.19,9.83,3.65,6.14,17.17,14.49,9.96,7.72,6.27,6.27,5.61,4.04,2.73,6.80,8.11,9.17,13.96,8.91,11.56,17.71,12.36,9.04,7.06,5.74,5.74,4.17,6.27,8.64,11.96,13.02,-0.00,4.04,5.22,9.83,280.66,9.83,10.10,9.70,280.66,280.44,280.66,280.88
2021/07/07 01:00:11.763037 ,0,2464845,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.13,0.00,36.25,101.30,45.65,0.00,0.00,6.14,-1.94,0.26,0.39,0.52,2.99,7.45,9.83,3.78,6.27,17.17,14.63,9.83,7.45,6.27,6.40,5.35,3.78,2.08,6.80,8.51,9.44,13.82,8.64,11.96,17.98,12.22,8.77,6.80,5.88,5.88,4.43,6.14,8.51,12.36,13.16,-0.00,3.78,4.96,10.10,280.44,8.91,9.70,9.70,281.10,280.88,280.88,280.66
2021/07/07 01:00:12.789280 ,0,2464846,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.62,0.12,0.00,37.10,101.33,47.48,0.00,0.00,6.27,-1.68,0.39,0.39,-0.26,2.73,7.32,9.96,3.52,6.14,17.17,14.76,9.96,7.45,6.14,6.27,5.48,3.78,2.60,6.53,8.38,9.57,13.82,8.77,11.82,17.85,12.36,8.38,6.80,5.61,5.88,4.30,6.14,8.51,12.22,13.29,0.13,3.91,4.96,10.10,281.10,9.57,9.83,9.83,280.66,280.88,280.88,280.88
2021/07/07 01:00:13.826525 ,0,2464847,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.61,0.12,0.00,36.74,101.36,46.50,0.00,0.00,6.27,-1.94,0.13,0.39,0.52,2.99,7.45,9.70,3.78,6.27,17.17,14.63,9.83,7.45,6.27,6.27,5.35,3.91,2.73,6.80,8.38,9.30,13.96,8.64,11.82,17.71,12.22,8.91,6.93,5.88,5.88,4.30,6.14,8.77,12.22,13.16,-0.00,3.91,4.96,10.23,280.66,9.70,9.83,9.83,280.88,281.10,280.44,280.66
2021/07/07 01:00:14.866471 ,0,2464848,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.60,0.12,0.00,37.35,101.39,46.75,0.00,0.00,6.14,-1.94,0.13,0.26,0.52,2.99,7.32,9.83,3.78,6.40,17.17,14.49,9.70,7.45,6.27,6.40,5.22,3.91,2.86,6.80,8.25,9.57,13.69,8.77,11.56,17.71,12.22,9.04,7.06,5.88,5.74,4.17,6.40,8.64,11.96,13.16,-0.00,4.04,5.09,10.23,280.66,9.96,9.96,9.70,280.88,280.44,280.66,281.10
2021/07/07 01:00:15.899723 ,0,2464849,00000000,00000000,0,0,B'\XE1',B'\X03',B'\X00',B'\X00',B'\X00',B'\X00',B'\XE2',0.00,-0.00,-0.00,11.63,0.12,0.00,35.88,101.39,46.38,0.00,0.00,6.40,-1.68,0.26,0.13,-0.13,2.86,7.45,9.96,3.52,6.27,17.31,14.89,9.96,7.32,6.01,6.27,5.35,3.91,2.60,6.66,8.51,9.57,13.82,8.64,11.96,18.12,12.36,8.38,6.80,5.74,5.88,4.43,6.01,8.64,12.22,13.29,0.13,3.78,4.96,10.10,281.32,9.70,9.70,9.70,280.88,280.88,280.88,280.88
